wyscout_team,wyscout_competition,opta_contestant_id,opta_team,opta_country,opta_league,match_method,match_score,rating,rank,review_status,notes
Samsunspor,Türkiye. Süper Lig,dpsnqu7pd2b0shfzjyn5j1znf,Samsunspor,Türkiye,Süper Lig,exact_name,100,79.2125682313,391,auto_confirmed,""
Sivasspor,Türkiye. Süper Lig,f432akygffyamal3h6poig65t,Sivasspor,Türkiye,1. Lig,exact_name,100,67.2216364012,1943,auto_confirmed,""
Trabzonspor,Türkiye. Süper Lig,2yab38jdfl0gk2tei1mq40o06,Trabzonspor,Türkiye,Süper Lig,exact_name,100,82.2987887472,207,auto_confirmed,""
Çorum FK,Türkiye. Süper Lig,eg0cqg1u8zz85ma9nzk0cijv,Çorum,Türkiye,Süper Lig,exact_name,100,77.4223386782,535,auto_confirmed,""
Ümranıyespor,Türkiye. Süper Lig,v0qx960sz1tq9mprlxrcnfl5,Ümraniyespor,Türkiye,1. Lig,fuzzy_country,91.67,65.5605236046,2335,needs_review,""
İstanbul Başakşehir,Türkiye. Süper Lig,47njg6cmlx5q3fvdsupd2n6qu,İstanbul Başakşehir,Türkiye,Süper Lig,exact_name,100,80.5234760556,304,auto_confirmed,""
İstanbulspor,Türkiye. Süper Lig,4rjsyxn0rlbjggofvvpbmk8pc,İstanbulspor,Türkiye,1. Lig,exact_name,100,66.8100895094,2034,auto_confirmed,""
Atlet Kyiv,Ukraine. Druha Liga,7mdaipxotyjh0ro8gs7gsojro,Atlet,Ukraine,Druha Liga,exact_name,100,43.648181129,10730,auto_confirmed,""
Avangard Lozova,Ukraine. Druha Liga,1klp8g0o6rsda6czspu5v2ql0,Avanhard Lozova,Ukraine,Druha Liga,fuzzy_country,93.33,39.7730215307,12055,needs_review,""
Bratslav Vinnytsia,Ukraine. Druha Liga,5u7katvfvkxfpx0ykk8vnckk4,Bratslav Vinnytsia,Ukraine,Druha Liga,exact_name,100,41.9963865193,11354,auto_confirmed,""
Bukovyna Chernivtsi II,Ukraine. Druha Liga,9m39b32gkm8b9wahani8r5btg,Bukovyna II,Ukraine,"",exact_name,100,37.6167270561,12567,auto_confirmed,""
Chayka,Ukraine. Druha Liga,8h2iiyrh1fzgtp1ie8istq06q,Chayka,Ukraine,"",exact_name,100,47.7843374319,8996,auto_confirmed,""
Chernihiv,Ukraine. Druha Liga,er1fodm9vbxiyamfydqxwlyj8,Chernihiv,Ukraine,Persha Liga,exact_name,100,56.0018417792,5259,auto_confirmed,""
Chornomorets II,Ukraine. Druha Liga,95v1wtvn3qlcgg84ln0vwutq3,Chornomorets II,Ukraine,"",exact_name,100,38.9427953749,12246,auto_confirmed,""
Dinaz Vyshhorod,Ukraine. Druha Liga,9480tge2og0opmjyvu5b8gep6,Dinaz Vyshhorod,Ukraine,Druha Liga,exact_name,100,38.5167046591,12354,auto_confirmed,""
Dnister Zalishchyky,Ukraine. Druha Liga,9ovanaedwkew28xaezdbyw44,Dnister Zalishchyky,Ukraine,Druha Liga,exact_name,100,41.9871122249,11356,auto_confirmed,""
Druzhba Myrivka,Ukraine. Druha Liga,"","","","",unmapped,,,,unmapped,""
FC Metalist 1925 II,Ukraine. Druha Liga,"","","","",unmapped,,,,unmapped,""
FK Revera 1908 Ivano-Frankivsk,Ukraine. Druha Liga,"","","","",unmapped,,,,unmapped,""
Hirnyk-Sport,Ukraine. Druha Liga,9der56kn5n510kh1tmsnssoe1,Hirnyk-Sport,Ukraine,"",exact_name,100,39.0161186093,12225,auto_confirmed,""
Karbon Cherkasy,Ukraine. Druha Liga,2v9j97jqd4qc1oo3y8ckjo8wk,Karbon Cherkasy,Ukraine,Druha Liga,exact_name,100,40.8422296626,11722,auto_confirmed,""
Karpaty II,Ukraine. Druha Liga,"","","","",unmapped,,,,unmapped,""
Khust City,Ukraine. Druha Liga,"","","","",unmapped,,,,unmapped,""
Kolos Kovalivka II,Ukraine. Druha Liga,ajxkerzmvdmrzom44pvrxzv9w,Kolos Kovalivka II,Ukraine,Persha Liga,exact_name,100,55.6455697139,5385,auto_confirmed,""
Kremin II,Ukraine. Druha Liga,"","","","",unmapped,,,,unmapped,""
Kudrivka,Ukraine. Druha Liga,6jw0n5x5p28wdbnusb7abr21g,Kudrivka,Ukraine,Premier League,exact_name,100,66.3272081042,2155,auto_confirmed,""
Kulykiv,Ukraine. Druha Liga,2rweuh2dkces2u3mpoev3o3dg,Kulykiv,Ukraine,Persha Liga,exact_name,100,57.5827493991,4746,auto_confirmed,""
Lisne,Ukraine. Druha Liga,57javo5rbpxemked78m8s9d04,Lisne,Ukraine,"",exact_name,100,44.1421353823,10559,auto_confirmed,""
Livyi Bereh II,Ukraine. Druha Liga,1jmje9jw232sk9jdvs04gfnro,Livyi Bereh II,Ukraine,"",exact_name,100,46.2304496514,9697,auto_confirmed,""
Lokomotiv Kyiv,Ukraine. Druha Liga,4u9m8cw1ykw6m4q5wy4az2978,Lokomotiv Kyiv,Ukraine,Persha Liga,exact_name,100,55.9012180294,5290,auto_confirmed,""
Metalurh Zaporizhya,Ukraine. Druha Liga,105ryxnpjswjrcuvd42eetyfy,Metalurh Zaporizhya,Ukraine,Druha Liga,exact_name,100,43.7582431353,10687,auto_confirmed,""
Metalurh Zaporizhya II,Ukraine. Druha Liga,105ryxnpjswjrcuvd42eetyfy,Metalurh Zaporizhya,Ukraine,Druha Liga,fuzzy_country,92.68,43.7582431353,10687,needs_review,""
Nyva Buzova,Ukraine. Druha Liga,"","","","",unmapped,,,,unmapped,""
Nyva Ternopil II,Ukraine. Druha Liga,2imrau908wx3yw5ekqqv4fu38,Nyva Ternopil II,Ukraine,Druha Liga,exact_name,100,40.1675311194,11935,auto_confirmed,""
Nyva Vinnytsya,Ukraine. Druha Liga,8jbq700opxypn2r4qnwkml7ne,Nyva Vinnytsya,Ukraine,Druha Liga,exact_name,100,45.3229751372,10086,auto_confirmed,""
Oleksandria II,Ukraine. Druha Liga,daicg29chkhhv0viom1le45ck,Oleksandria II,Ukraine,Druha Liga,exact_name,100,45.1244673643,10171,auto_confirmed,""
Penuel Kryvyi Rih,Ukraine. Druha Liga,"","","","",unmapped,,,,unmapped,""
Podillya Khmelnytskyi,Ukraine. Druha Liga,co6q730dlx2kv1hx2h6l22ukp,Podillya Khmelnytskyi,Ukraine,Druha Liga,exact_name,100,45.5253639402,9989,auto_confirmed,""
Polissya II,Ukraine. Druha Liga,4ipe07kwaau83cfz8s79dvkk,Polissya II,Ukraine,Persha Liga,exact_name,100,55.1638214498,5556,auto_confirmed,""
Poltava II,Ukraine. Druha Liga,76oc6bg6ol8to44he8rv4vwgk,SK Poltava II,Ukraine,Druha Liga,exact_name,100,39.7083283477,12069,auto_confirmed,""
Probiy Horodenka,Ukraine. Druha Liga,5r5d8vfn9trxfotf0vucuao0k,Probiy Horodenka,Ukraine,Persha Liga,exact_name,100,53.2929803408,6273,auto_confirmed,""
Real Pharm,Ukraine. Druha Liga,85v3iap4f4gptuyoeh8htibee,Real Pharm,Ukraine,"",exact_name,100,31.6710121225,13541,auto_confirmed,""
Rebel Kyiv,Ukraine. Druha Liga,"","","","",unmapped,,,,unmapped,""
Rubikon Kiev,Ukraine. Druha Liga,"","","","",unmapped,,,,unmapped,""
Rukh Lviv,Ukraine. Druha Liga,305egj070866n0n3gfb9t9swv,Rukh Lviv,Ukraine,Druha Liga,exact_name,100,45.9666658498,9776,auto_confirmed,""
Rukh Lviv II,Ukraine. Druha Liga,"","","","",unmapped,,,,unmapped,""
Skala 1911 Stryi,Ukraine. Druha Liga,efjhwipc3wupjycflhblvkwt0,Skala 1911 Stryi,Ukraine,Druha Liga,exact_name,100,43.32470451,10871,auto_confirmed,""
Trostianets,Ukraine. Druha Liga,am4stwmxjs758c9nnjpzppq8k,Trostianets,Ukraine,Druha Liga,exact_name,100,45.4094122852,10035,auto_confirmed,""
UCSA,Ukraine. Druha Liga,ertwbkhlcimkojkhmv4uf2z9w,UCSA,Ukraine,Persha Liga,exact_name,100,56.4028614618,5117,auto_confirmed,""
Uzhhorod,Ukraine. Druha Liga,e35nmx9h85331iagxjedkjq0a,Uzhhorod,Ukraine,"",exact_name,100,42.5145592145,11166,auto_confirmed,""
VAST,Ukraine. Druha Liga,"","","","",unmapped,,,,unmapped,""
Vilkhivtsi,Ukraine. Druha Liga,exh65v117bp5ad2u9rct74mj8,Vilkhivtsi,Ukraine,Druha Liga,exact_name,100,40.7597448122,11752,auto_confirmed,""
Vorskla II,Ukraine. Druha Liga,"","","","",unmapped,,,,unmapped,""
Zvyahel,Ukraine. Druha Liga,"","","","",unmapped,,,,unmapped,""
Ahrobiznes Volochysk,Ukraine. Persha Liga,6f6eackw4ipdt16g0v7elcxnu,Ahrobiznes Volochysk,Ukraine,Persha Liga,exact_name,100,59.0303421692,4237,auto_confirmed,""
Bukovyna,Ukraine. Persha Liga,4njgio80bzz5rdz8jiylt350e,Bukovyna,Ukraine,Premier League,exact_name,100,69.6908591587,1471,auto_confirmed,""
Chernihiv,Ukraine. Persha Liga,er1fodm9vbxiyamfydqxwlyj8,Chernihiv,Ukraine,Persha Liga,exact_name,100,56.0018417792,5259,auto_confirmed,""
Chornomorets,Ukraine. Persha Liga,5wqr8iapykok5bt3vma8hibcl,Chornomorets,Ukraine,Premier League,exact_name,100,67.4286048178,1899,auto_confirmed,""
Dinaz Vyshhorod,Ukraine. Persha Liga,9480tge2og0opmjyvu5b8gep6,Dinaz Vyshhorod,Ukraine,Druha Liga,exact_name,100,38.5167046591,12354,auto_confirmed,""
Epitsentr Kamyanets-Podilskyi,Ukraine. Persha Liga,6aj67v16g603x3u3o60f0yn84,Epitsentr,Ukraine,Premier League,fuzzy_country,96.55,69.8989713973,1435,needs_review,""
FSC Mariupol,Ukraine. Persha Liga,gzsx217o8ol9dxpsg92ri6tw,FSC Mariupol,Ukraine,Persha Liga,exact_name,100,58.1533346572,4549,auto_confirmed,""
Feniks Mariupol,Ukraine. Persha Liga,"","","","",unmapped,,,,unmapped,""
Hirnyk-Sport,Ukraine. Persha Liga,9der56kn5n510kh1tmsnssoe1,Hirnyk-Sport,Ukraine,"",exact_name,100,39.0161186093,12225,auto_confirmed,""
Inhulets,Ukraine. Persha Liga,ap372stg64ifddndlskumr8bt,Inhulets',Ukraine,Persha Liga,exact_name,100,59.286167266,4157,auto_confirmed,""
Karpaty,Ukraine. Persha Liga,2qyc053g9xb6zwzxxt37a3o2y,Karpaty Krosno,Poland,"",exact_name,100,49.2690365444,8259,auto_confirmed,""
Khust City,Ukraine. Persha Liga,"","","","",unmapped,,,,unmapped,""
Kolos Kovalivka II,Ukraine. Persha Liga,ajxkerzmvdmrzom44pvrxzv9w,Kolos Kovalivka II,Ukraine,Persha Liga,exact_name,100,55.6455697139,5385,auto_confirmed,""
Kremin,Ukraine. Persha Liga,"","","","",unmapped,,,,unmapped,""
Kudrivka,Ukraine. Persha Liga,6jw0n5x5p28wdbnusb7abr21g,Kudrivka,Ukraine,Premier League,exact_name,100,66.3272081042,2155,auto_confirmed,""
Kulykiv,Ukraine. Persha Liga,2rweuh2dkces2u3mpoev3o3dg,Kulykiv,Ukraine,Persha Liga,exact_name,100,57.5827493991,4746,auto_confirmed,""
LNZ Cherkasy,Ukraine. Persha Liga,a6nfqzba025ru45ja9lju5uz8,LNZ Cherkasy,Ukraine,Premier League,exact_name,100,74.401888653,825,auto_confirmed,""
Livyi Bereh,Ukraine. Persha Liga,f26po6jmo5p0q8wv7ixx1spp0,Livyi Bereh,Ukraine,Premier League,exact_name,100,69.0036557233,1576,auto_confirmed,""
Lokomotiv Kyiv,Ukraine. Persha Liga,4u9m8cw1ykw6m4q5wy4az2978,Lokomotiv Kyiv,Ukraine,Persha Liga,exact_name,100,55.9012180294,5290,auto_confirmed,""
Metalist 1925 Kharkiv,Ukraine. Persha Liga,46k8um0kk7reh2zu721ckw8b8,FK Metalist Kharkiv,Ukraine,Persha Liga,fuzzy_country,86.49,57.7774335496,4689,needs_review,""
Metalist Kharkiv,Ukraine. Persha Liga,46k8um0kk7reh2zu721ckw8b8,FK Metalist Kharkiv,Ukraine,Persha Liga,exact_name,100,57.7774335496,4689,auto_confirmed,""
Metalurh Zaporizhya,Ukraine. Persha Liga,105ryxnpjswjrcuvd42eetyfy,Metalurh Zaporizhya,Ukraine,Druha Liga,exact_name,100,43.7582431353,10687,auto_confirmed,""
Minaj,Ukraine. Persha Liga,"","","","",unmapped,,,,unmapped,""
Nyva Buzova,Ukraine. Persha Liga,"","","","",unmapped,,,,unmapped,""
Nyva Ternopil,Ukraine. Persha Liga,9f8rjjqxuxp51emym0c1s0sx6,Nyva Ternopil,Ukraine,Persha Liga,exact_name,100,57.2938547957,4834,auto_confirmed,""
Obolon,Ukraine. Persha Liga,2m7dohr9pm9rruwas5p8w5v6u,Obolon Kyiv,Ukraine,Premier League,exact_name,100,67.596268189,1858,auto_confirmed,""
Oleksandria,Ukraine. Persha Liga,x5bf07g3gy7xj2zidytj28m3,Oleksandria,Ukraine,Persha Liga,exact_name,100,61.1687935176,3569,auto_confirmed,""
Podillya Khmelnytskyi,Ukraine. Persha Liga,co6q730dlx2kv1hx2h6l22ukp,Podillya Khmelnytskyi,Ukraine,Druha Liga,exact_name,100,45.5253639402,9989,auto_confirmed,""
Polissya,Ukraine. Persha Liga,6473hce9r52khyh9ptc6i385c,Polissya,Ukraine,Premier League,exact_name,100,78.6892540044,430,auto_confirmed,""
Polissya II,Ukraine. Persha Liga,4ipe07kwaau83cfz8s79dvkk,Polissya II,Ukraine,Persha Liga,exact_name,100,55.1638214498,5556,auto_confirmed,""
Probiy Horodenka,Ukraine. Persha Liga,5r5d8vfn9trxfotf0vucuao0k,Probiy Horodenka,Ukraine,Persha Liga,exact_name,100,53.2929803408,6273,auto_confirmed,""
Prykarpattia,Ukraine. Persha Liga,f2w1r50ngaeixdy8250ja3e0k,Prykarpattia,Ukraine,Persha Liga,exact_name,100,58.7230188324,4349,auto_confirmed,""
SK Poltava,Ukraine. Persha Liga,b13rjk6sx40rwh0utc34zz4t0,SK Poltava,Ukraine,Persha Liga,exact_name,100,60.2897156562,3840,auto_confirmed,""
Skoruk Tomakivka,Ukraine. Persha Liga,"","","","",unmapped,,,,unmapped,""
UCSA,Ukraine. Persha Liga,ertwbkhlcimkojkhmv4uf2z9w,UCSA,Ukraine,Persha Liga,exact_name,100,56.4028614618,5117,auto_confirmed,""
Viktoriya Sumy,Ukraine. Persha Liga,ewqhffgu622bytmbokt03cgoa,Viktoriya Sumy,Ukraine,Persha Liga,exact_name,100,58.6458267265,4377,auto_confirmed,""
Vorskla,Ukraine. Persha Liga,am4vmfn149i9hk2jku3cesy0j,Vorskla,Ukraine,"",exact_name,100,56.5359241563,5075,auto_confirmed,""
Bukovyna,Ukraine. VBET League,4njgio80bzz5rdz8jiylt350e,Bukovyna,Ukraine,Premier League,exact_name,100,69.6908591587,1471,auto_confirmed,""
Chornomorets,Ukraine. VBET League,5wqr8iapykok5bt3vma8hibcl,Chornomorets,Ukraine,Premier League,exact_name,100,67.4286048178,1899,auto_confirmed,""
Dnipro-1,Ukraine. VBET League,"","","","",unmapped,,,,unmapped,""
Dynamo Kyiv,Ukraine. VBET League,7lgvcey3svf6k22vg5svdztmg,Dynamo Kyiv,Ukraine,Premier League,exact_name,100,79.2962875091,384,auto_confirmed,""
Epitsentr Dunayivtsi,Ukraine. VBET League,"","","","",unmapped,,,,unmapped,""
Epitsentr Kamyanets-Podilskyi,Ukraine. VBET League,6aj67v16g603x3u3o60f0yn84,Epitsentr,Ukraine,Premier League,fuzzy_country,96.55,69.8989713973,1435,needs_review,""
FC Kharkiv,Ukraine. VBET League,civhw0lmsowhsafc0yfah9vu2,Kharkiv,Ukraine,Premier League,exact_name,100,74.7930410645,782,auto_confirmed,""
Inhulets,Ukraine. VBET League,ap372stg64ifddndlskumr8bt,Inhulets',Ukraine,Persha Liga,exact_name,100,59.286167266,4157,auto_confirmed,""
Karpaty,Ukraine. VBET League,2qyc053g9xb6zwzxxt37a3o2y,Karpaty Krosno,Poland,"",exact_name,100,49.2690365444,8259,auto_confirmed,""
Kolos Kovalivka,Ukraine. VBET League,3b7ks0rmvl18grrlcitbbaew9,Kolos Kovalivka,Ukraine,Premier League,exact_name,100,71.9530303165,1144,auto_confirmed,""
Kryvbas KR,Ukraine. VBET League,5cha7mvdiuah487zu1e6sfmn7,Kryvbas KR,Ukraine,Premier League,exact_name,100,72.8015834222,1037,auto_confirmed,""
Kudrivka,Ukraine. VBET League,6jw0n5x5p28wdbnusb7abr21g,Kudrivka,Ukraine,Premier League,exact_name,100,66.3272081042,2155,auto_confirmed,""
LNZ Cherkasy,Ukraine. VBET League,a6nfqzba025ru45ja9lju5uz8,LNZ Cherkasy,Ukraine,Premier League,exact_name,100,74.401888653,825,auto_confirmed,""
Livyi Bereh,Ukraine. VBET League,f26po6jmo5p0q8wv7ixx1spp0,Livyi Bereh,Ukraine,Premier League,exact_name,100,69.0036557233,1576,auto_confirmed,""
Lviv,Ukraine. VBET League,"","","","",unmapped,,,,unmapped,""
Metalist 1925 Kharkiv,Ukraine. VBET League,46k8um0kk7reh2zu721ckw8b8,FK Metalist Kharkiv,Ukraine,Persha Liga,fuzzy_country,86.49,57.7774335496,4689,needs_review,""
Metalist Kharkiv,Ukraine. VBET League,46k8um0kk7reh2zu721ckw8b8,FK Metalist Kharkiv,Ukraine,Persha Liga,exact_name,100,57.7774335496,4689,auto_confirmed,""
Minaj,Ukraine. VBET League,"","","","",unmapped,,,,unmapped,""
Obolon,Ukraine. VBET League,2m7dohr9pm9rruwas5p8w5v6u,Obolon Kyiv,Ukraine,Premier League,exact_name,100,67.596268189,1858,auto_confirmed,""
Oleksandria,Ukraine. VBET League,x5bf07g3gy7xj2zidytj28m3,Oleksandria,Ukraine,Persha Liga,exact_name,100,61.1687935176,3569,auto_confirmed,""
Polissya,Ukraine. VBET League,6473hce9r52khyh9ptc6i385c,Polissya,Ukraine,Premier League,exact_name,100,78.6892540044,430,auto_confirmed,""
Rukh Lviv,Ukraine. VBET League,305egj070866n0n3gfb9t9swv,Rukh Lviv,Ukraine,Druha Liga,exact_name,100,45.9666658498,9776,auto_confirmed,""
SK Poltava,Ukraine. VBET League,b13rjk6sx40rwh0utc34zz4t0,SK Poltava,Ukraine,Persha Liga,exact_name,100,60.2897156562,3840,auto_confirmed,""
Shakhtar Donetsk,Ukraine. VBET League,cf8plcmeniaen0fc5emyb5j93,Shakhtar Donetsk,Ukraine,Premier League,exact_name,100,83.5484585888,149,auto_confirmed,""
Veres,Ukraine. VBET League,"","","","",unmapped,,,,unmapped,""
Vorskla,Ukraine. VBET League,am4vmfn149i9hk2jku3cesy0j,Vorskla,Ukraine,"",exact_name,100,56.5359241563,5075,auto_confirmed,""
Zorya,Ukraine. VBET League,1cyu16afh91e3c0uao2vi9xpk,Zorya,Ukraine,Premier League,exact_name,100,72.2665974886,1101,auto_confirmed,""
Atlanta United,United States. MLS,943ue6l8ylnidoygbi9p8op2h,Atlanta United,USA,MLS,exact_name,100,76.8834018208,579,auto_confirmed,""
Austin FC,United States. MLS,yrsr1hyy65062qyzw8sug3ys,Austin,USA,MLS,exact_name,100,78.1157177634,472,auto_confirmed,""
CF Montréal,United States. MLS,oisd4xgg4qxt18c7tikdejbe,Montréal,Canada,MLS,exact_name,100,75.51029959,705,auto_confirmed,""
Charlotte FC,United States. MLS,dqq34048nqex146r77i5l8twq,Charlotte,USA,MLS,exact_name,100,81.2026837447,271,auto_confirmed,""
Chicago Fire,United States. MLS,apsqaaege20za4re5wm6bzq9a,Chicago Fire,USA,MLS,exact_name,100,81.0796456494,276,auto_confirmed,""
Cincinnati,United States. MLS,652hppivbqchvrp3wopx1isyt,Cincinnati,USA,MLS,exact_name,100,80.4695890014,306,auto_confirmed,""
Colorado Rapids,United States. MLS,cvrl5bces32x6fup1ks1hvets,Colorado Rapids,USA,MLS,exact_name,100,78.4210751316,445,auto_confirmed,""
Columbus Crew,United States. MLS,chjb0xe5vlaaguop3q2nbalni,Columbus Crew,USA,MLS,exact_name,100,79.3173698323,379,auto_confirmed,""
DC United,United States. MLS,5qw82lpi6fio4fbljihlyyulb,DC United,USA,MLS,exact_name,100,76.123427775,647,auto_confirmed,""
Dallas,United States. MLS,4gi4qw4gt6nfq0c6r8y574qgp,Dallas,USA,MLS,exact_name,100,81.6421531676,237,auto_confirmed,""
Houston Dynamo,United States. MLS,69m5c06m9up1j8vf8ulnb80xu,Houston Dynamo,USA,MLS,exact_name,100,79.9807324499,333,auto_confirmed,""
Inter Miami,United States. MLS,7a7uyvix8axi28h7d3bwl4tbe,Inter Miami,USA,MLS,exact_name,100,83.0729208499,173,auto_confirmed,""
Los Angeles FC,United States. MLS,c6e7kqqrkt389ysrth6yy6puy,Los Angeles,USA,MLS,exact_name,100,82.0909489435,224,auto_confirmed,""
Los Angeles Galaxy,United States. MLS,6qr5y32dthc4dqycckwmfj1si,LA Galaxy,USA,MLS,exact_name,100,78.3945542799,446,auto_confirmed,""
Minnesota United,United States. MLS,dna80a164iz5ta6pp6ivk64rx,Minnesota United,USA,MLS,exact_name,100,78.9936414498,407,auto_confirmed,""
Nashville SC,United States. MLS,1oogd0fpwledjm2ycsuv7afze,Nashville SC,USA,MLS,exact_name,100,82.889027344,181,auto_confirmed,""
New England,United States. MLS,3ko4vrn7aouqpdr21sv4ipcvj,New England,USA,MLS,exact_name,100,80.1728701068,326,auto_confirmed,""
New York City,United States. MLS,1bksy4rix8pm8rjve81uqo8ut,New York City,USA,MLS,exact_name,100,79.3086492947,381,auto_confirmed,""
New York RB,United States. MLS,7k329us81r2yiw9pakgo5tp6e,New York RB,USA,MLS,exact_name,100,77.6263626986,522,auto_confirmed,""
Orlando City,United States. MLS,eaqreat4kxwvah0bvwg1wtoq5,Orlando City,USA,MLS,exact_name,100,79.5562998141,363,auto_confirmed,""
Philadelphia Union,United States. MLS,aq0m4zmew7kkplbi7fa0pv45c,Philadelphia Union,USA,MLS,exact_name,100,82.4734742265,198,auto_confirmed,""
Portland Timbers,United States. MLS,77o8sorlijzpr0t4s7231zzxp,Portland Timbers,USA,MLS,exact_name,100,79.272371506,386,auto_confirmed,""
Real Salt Lake,United States. MLS,29zyafx618w7tvp34n53pzwwb,Real Salt Lake,USA,MLS,exact_name,100,77.6539397177,518,auto_confirmed,""
SJ Earthquakes,United States. MLS,a2jg79bf9ab1vj6iok2r328cc,SJ Earthquakes,USA,MLS,exact_name,100,79.4834026151,366,auto_confirmed,""
San Diego,United States. MLS,74lhmgpfmledj7a1h58wuar6c,San Diego,USA,MLS,exact_name,100,79.2622554829,388,auto_confirmed,""
Seattle Sounders,United States. MLS,3st9rj62b3qnni6uolw0lwaqn,Seattle Sounders,USA,MLS,exact_name,100,80.0553576592,331,auto_confirmed,""
Sporting KC,United States. MLS,3olfhpj6emfhceudd95ytb9gy,Sporting KC,USA,MLS,exact_name,100,73.9296985379,898,auto_confirmed,""
St. Louis City,United States. MLS,7rh4h3y77fl3s7rdqp61si49g,St. Louis City,USA,MLS,exact_name,100,82.2553934807,213,auto_confirmed,""
Toronto,United States. MLS,28teusnamw1ujgh5di1auf2f7,Toronto,Canada,MLS,exact_name,100,77.291222691,549,auto_confirmed,""
Vancouver Whitecaps,United States. MLS,cdmq2tqfwo5td2ztv1s62bqlf,Vancouver Whitecaps,Canada,MLS,exact_name,100,83.0572486497,175,auto_confirmed,""
Albion,Uruguay. Primera División,55gk3y9pyjnpck475gqm285bk,Albion,Uruguay,Liga AUF,exact_name,100,73.9718680306,890,auto_confirmed,""
Boston River,Uruguay. Primera División,26v2qpjhchmz068uykg9al4f6,Boston River,Uruguay,Liga AUF,exact_name,100,75.6733284578,690,auto_confirmed,""
Central Español,Uruguay. Primera División,7j5kp9xxkpzlm7gg4nzq7btto,Central Español,Uruguay,Liga AUF,exact_name,100,75.4560012136,714,auto_confirmed,""
Cerrito,Uruguay. Primera División,bwa0me6b82pljhc5f3tu11p40,Cerrito,Uruguay,Segunda División,exact_name,100,64.9224501022,2487,auto_confirmed,""
Cerro,Uruguay. Primera División,36wt93b4b5zsw9qyk6blcj0lx,Cerro,Uruguay,Liga AUF,exact_name,100,75.6338477713,693,auto_confirmed,""
Cerro Largo,Uruguay. Primera División,6u8ys7342bcadackfud1fd3kx,Cerro Largo,Uruguay,Liga AUF,exact_name,100,76.6671014952,598,auto_confirmed,""
Danubio,Uruguay. Primera División,13dm67jajkwthfllv5h6uqha6,Danubio,Uruguay,Liga AUF,exact_name,100,74.6885448987,791,auto_confirmed,""
Defensor Sporting,Uruguay. Primera División,21sdnh4ueo8he1r42ebn0sz0,Defensor Sporting,Uruguay,Liga AUF,exact_name,100,75.7784903775,682,auto_confirmed,""
Deportivo Maldonado,Uruguay. Primera División,dx57pww9amdsyxuwg679gwdhl,Deportivo Maldonado,Uruguay,Liga AUF,exact_name,100,79.2104891641,392,auto_confirmed,""
Fénix,Uruguay. Primera División,15cf6oyedsbwy63nqhfp0ce6u,Fénix,Uruguay,Segunda División,exact_name,100,67.390033187,1907,auto_confirmed,""
Juventud,Uruguay. Primera División,7yxslrj734ntqcgb9d6bu02m4,Juventud,Uruguay,Liga AUF,exact_name,100,78.0883562551,477,auto_confirmed,""
La Luz,Uruguay. Primera División,20l22let8baylwi3h2g1bw2qd,La Luz,Uruguay,Segunda División,exact_name,100,63.4125739303,2943,auto_confirmed,""
Liverpool,Uruguay. Primera División,1p2mbne1t0rwtj3go5f5z98pu,Liverpool,Uruguay,Liga AUF,exact_name,100,79.4654749417,369,auto_confirmed,""
Miramar Misiones,Uruguay. Primera División,7162pj1mpc0xpgrg8gheeo95y,Miramar Misiones,Uruguay,Segunda División,exact_name,100,66.3033556663,2162,auto_confirmed,""
Nacional,Uruguay. Primera División,27ia8tgma24uc864wpnbdwoxo,Nacional,Uruguay,Liga AUF,exact_name,100,80.6106486072,301,auto_confirmed,""
Peñarol,Uruguay. Primera División,8wcbo8lv6tm0yvv7sa0do4ojb,Peñarol,Uruguay,Liga AUF,exact_name,100,83.6745184716,145,auto_confirmed,""
Plaza Colonia,Uruguay. Primera División,6jzhmmq81qyit3b5u0sf1ak5k,Plaza Colonia,Uruguay,Segunda División,exact_name,100,69.402493636,1512,auto_confirmed,""
Progreso,Uruguay. Primera División,96i4sn6fnsic7lm06zpodd582,Progreso,Uruguay,Liga AUF,exact_name,100,72.5035055998,1074,auto_confirmed,""
Racing,Uruguay. Primera División,4chpayofjomoamckrr2t0c7k0,Racing,Uruguay,Liga AUF,exact_name,100,79.2066519545,394,auto_confirmed,""
Rampla Juniors,Uruguay. Primera División,8ubfsxw19kiqtstyl7tt2mo5n,Rampla Juniors,Uruguay,Primera Divisional C,exact_name,100,52.2484657769,6747,auto_confirmed,""
Rentistas,Uruguay. Primera División,1jo5chfqowzcapj5ut60tgj4k,Rentistas,Uruguay,Segunda División,exact_name,100,66.9255419854,2013,auto_confirmed,""
River Plate,Uruguay. Primera División,eelwjx75tbefadtw1bfkoroq6,River Plate,Uruguay,Segunda División,exact_name,100,66.8308057793,2032,auto_confirmed,""
Torque,Uruguay. Primera División,"","","","",unmapped,,,,unmapped,""
Wanderers,Uruguay. Primera División,ehyuxeire7ruxvc4nszvyiktx,Wanderers,Uruguay,Liga AUF,exact_name,100,76.8717392364,581,auto_confirmed,""
AGMK,Uzbekistan. Super League,a52k8aggl2a4tu3tfcqz3ulm1,AGMK,Uzbekistan,Super League,exact_name,100,69.4845469093,1500,auto_confirmed,""
