competition_name,competition_country,team,tm_club_id,tm_club_name,method,score,tm_scraped_players,scrape_status
Portugal. Liga 3,Portugal,União Santarém,10492,Juventude,dict,100,34,scraped
Portugal. Liga 3,Portugal,Varzim,,,dict_unmatched,0,0,dict_unmatched
Portugal. Liga 3,Portugal,Vitória Guimarães II,15136,Guimarães B,dict,100,35,scraped
Portugal. Primeira Liga,Portugal,AVS,110302,Avs FS,dict,100,23,scraped
Portugal. Primeira Liga,Portugal,Alverca,2521,Alverca,dict,100,38,scraped
Portugal. Primeira Liga,Portugal,Arouca,8024,Arouca,dict,100,26,scraped
Portugal. Primeira Liga,Portugal,Benfica,294,Benfica,dict,100,27,scraped
Portugal. Primeira Liga,Portugal,Casa Pia AC,3268,Casa Pia,dict,100,28,scraped
Portugal. Primeira Liga,Portugal,Estoril,1465,Estoril,dict,100,28,scraped
Portugal. Primeira Liga,Portugal,Estrela Amadora,2431,Estrela Amadora,dict,100,26,scraped
Portugal. Primeira Liga,Portugal,Famalicão,3329,Famalicão,dict,100,28,scraped
Portugal. Primeira Liga,Portugal,Gil Vicente,2424,Gil Vicente,dict,100,31,scraped
Portugal. Primeira Liga,Portugal,Moreirense,979,Moreirense,dict,100,29,scraped
Portugal. Primeira Liga,Portugal,Nacional,7098,Nacional,dict,100,29,scraped
Portugal. Primeira Liga,Portugal,Porto,720,Porto,dict,100,29,scraped
Portugal. Primeira Liga,Portugal,Rio Ave,2425,Rio Ave,dict,100,32,scraped
Portugal. Primeira Liga,Portugal,Santa Clara,2423,Santa Clara,dict,100,31,scraped
Portugal. Primeira Liga,Portugal,Sporting Braga,1075,Braga,dict,100,27,scraped
Portugal. Primeira Liga,Portugal,Sporting CP,336,Sporting,dict,100,29,scraped
Portugal. Primeira Liga,Portugal,Tondela,7179,Tondela,dict,100,29,scraped
Portugal. Primeira Liga,Portugal,Vitória Guimarães,2420,Vit. Guimarães,dict,100,28,scraped
Portugal. Segunda Liga,Portugal,Academico Viseu,7788,Académico Viseu,dict,100,31,scraped
Portugal. Segunda Liga,Portugal,Benfica II,294,Benfica,dict,100,27,scraped
Portugal. Segunda Liga,Portugal,Chaves,3325,Chaves,dict,100,32,scraped
Portugal. Segunda Liga,Portugal,Farense,4294,Farense,dict,100,24,scraped
Portugal. Segunda Liga,Portugal,Feirense,3349,Feirense,dict,100,33,scraped
Portugal. Segunda Liga,Portugal,Felgueiras 1932,1701,Felgueiras,dict,100,29,scraped
Portugal. Segunda Liga,Portugal,Leixões,3345,Leixões,dict,100,28,scraped
Portugal. Segunda Liga,Portugal,Lusitania FC Lourosa,,,dict_unmatched,0,0,dict_unmatched
Portugal. Segunda Liga,Portugal,Marítimo,1301,Marítimo,dict,100,32,scraped
Portugal. Segunda Liga,Portugal,Paços de Ferreira,2995,Paços Ferreira,dict,100,24,scraped
Portugal. Segunda Liga,Portugal,Penafiel,3327,Penafiel,dict,100,30,scraped
Portugal. Segunda Liga,Portugal,Portimonense,7378,Portimonense,dict,100,34,scraped
Portugal. Segunda Liga,Portugal,Porto II,10331,FC Porto B,dict,100,26,scraped
Portugal. Segunda Liga,Portugal,Sporting CP II,10949,Sporting B,dict,100,35,scraped
Portugal. Segunda Liga,Portugal,Torreense,2432,Torreense,dict,100,34,scraped
Portugal. Segunda Liga,Portugal,UD Oliveirense,8827,Oliveirense,dict,100,24,scraped
Portugal. Segunda Liga,Portugal,União de Leiria,2639,Leiria,dict,100,29,scraped
Portugal. Segunda Liga,Portugal,Vizela,6912,Vizela,dict,100,30,scraped
Republic of Ireland. First Division,Republic of Ireland,Athlone Town,4273,Athlone Town,dict,100,34,scraped
Republic of Ireland. First Division,Republic of Ireland,Bray Wanderers,3930,Bray Wanderers,dict,100,29,scraped
Republic of Ireland. First Division,Republic of Ireland,Cobh Ramblers,7039,Cobh Ramblers,dict,100,36,scraped
Republic of Ireland. First Division,Republic of Ireland,Dundalk,1237,Brighton,dict,100,30,scraped
Republic of Ireland. First Division,Republic of Ireland,Finn Harps,5568,Finn Harps,dict,100,31,scraped
Republic of Ireland. First Division,Republic of Ireland,Kerry,99806,Kerry FC,dict,100,29,scraped
Republic of Ireland. First Division,Republic of Ireland,Longford Town,4287,Longford Town,dict,100,31,scraped
Republic of Ireland. First Division,Republic of Ireland,Treaty United,88224,Treaty United,dict,100,30,scraped
Republic of Ireland. First Division,Republic of Ireland,UCD,6069,UCD,dict,100,35,scraped
Republic of Ireland. First Division,Republic of Ireland,Wexford,26765,Wexford FC,dict,100,30,scraped
Republic of Ireland. Premier Division,Republic of Ireland,Bohemians,9211,Bohemians,dict,100,27,scraped
Republic of Ireland. Premier Division,Republic of Ireland,Cork City,27774,Cork City,dict,100,29,scraped
Republic of Ireland. Premier Division,Republic of Ireland,Derry City,920,Derry City,dict,100,34,scraped
Republic of Ireland. Premier Division,Republic of Ireland,Drogheda United,4277,Drogheda United,dict,100,28,scraped
Republic of Ireland. Premier Division,Republic of Ireland,Galway United,42394,Galway United,dict,100,28,scraped
Republic of Ireland. Premier Division,Republic of Ireland,Shamrock Rovers,3258,Shamrock Rovers,dict,100,33,scraped
Republic of Ireland. Premier Division,Republic of Ireland,Shelbourne,3909,Shelbourne,dict,100,31,scraped
Republic of Ireland. Premier Division,Republic of Ireland,Sligo Rovers,8780,Sligo Rovers,dict,100,32,scraped
Republic of Ireland. Premier Division,Republic of Ireland,St. Patrick's Ath.,,,dict_unmatched,0,0,dict_unmatched
Republic of Ireland. Premier Division,Republic of Ireland,Waterford FC,7609,Waterford FC,dict,100,29,scraped
Romania. Liga II,Romania,1599 Şelimbăr,,,dict_unmatched,0,0,dict_unmatched
Romania. Liga II,Romania,ACS Muscelul Campulung Elite,,,dict_unmatched,0,0,dict_unmatched
Romania. Liga II,Romania,AFC ASA Târgu Mureș,,,dict_unmatched,0,0,dict_unmatched
Romania. Liga II,Romania,Afumaţi,,,dict_unmatched,0,0,dict_unmatched
Romania. Liga II,Romania,Bacău,,,dict_unmatched,0,0,dict_unmatched
Romania. Liga II,Romania,Bihor Oradea,,,dict_unmatched,0,0,dict_unmatched
Romania. Liga II,Romania,CS Dinamo București,15300,Dinamo,dict,100,29,scraped
Romania. Liga II,Romania,CSM Satu Mare,,,dict_unmatched,0,0,dict_unmatched
Romania. Liga II,Romania,Ceahlăul Piatra Neamţ,,,dict_unmatched,0,0,dict_unmatched
Romania. Liga II,Romania,Chindia Târgovişte,,,dict_unmatched,0,0,dict_unmatched
Romania. Liga II,Romania,Concordia Chiajna,,,dict_unmatched,0,0,dict_unmatched
Romania. Liga II,Romania,Corvinul Hunedoara,,,dict_unmatched,0,0,dict_unmatched
Romania. Liga II,Romania,Dumbrăviţa,,,dict_unmatched,0,0,dict_unmatched
Romania. Liga II,Romania,Gloria Bistriţa,,,dict_unmatched,0,0,dict_unmatched
Romania. Liga II,Romania,Metalul Buzău,,,dict_unmatched,0,0,dict_unmatched
Romania. Liga II,Romania,Poli Iaşi,,,dict_unmatched,0,0,dict_unmatched
Romania. Liga II,Romania,Sepsi,952,UTA Arad,dict,100,28,scraped
Romania. Liga II,Romania,Slatina,,,dict_unmatched,0,0,dict_unmatched
Romania. Liga II,Romania,Steaua Bucureşti,,,dict_unmatched,0,0,dict_unmatched
Romania. Liga II,Romania,Tunari,,,dict_unmatched,0,0,dict_unmatched
Romania. Liga II,Romania,Voluntari,16574,AIK U19,dict,100,11,scraped
Romania. Liga II,Romania,Şcolar Reşiţa,,,dict_unmatched,0,0,dict_unmatched
Romania. Superliga,Romania,Argeș,41278,FC Arges,dict,100,27,scraped
Romania. Superliga,Romania,Botoşani,8818,FC Botosani,dict,100,28,scraped
Romania. Superliga,Romania,CFR Cluj,7769,CFR Cluj,dict,100,28,scraped
Romania. Superliga,Romania,Csikszereda Miercurea Ciuc,37255,FK Csikszereda,dict,100,25,scraped
Romania. Superliga,Romania,Dinamo Bucureşti,15300,Dinamo,dict,100,29,scraped
Romania. Superliga,Romania,FCS Bucureşti,2025,FCSB,dict,100,0,dict
Romania. Superliga,Romania,Farul Constanţa,,,dict_unmatched,0,0,dict_unmatched
Romania. Superliga,Romania,Hermannstadt,58049,FC Hermannstadt,dict,100,0,dict
Romania. Superliga,Romania,Metaloglobus,37624,Metaloglobus,dict,100,28,scraped
Romania. Superliga,Romania,Oţelul,4959,Otelul Galati,dict,100,26,scraped
Romania. Superliga,Romania,Petrolul 52,9465,Petrolul,dict,100,26,scraped
Romania. Superliga,Romania,Rapid Bucureşti,,,dict_unmatched,0,0,dict_unmatched
Romania. Superliga,Romania,UTA Arad,952,UTA Arad,dict,100,28,scraped
Romania. Superliga,Romania,Unirea Slobozia,29700,Unirea Slobozia,dict,100,27,scraped
Romania. Superliga,Romania,Universitatea Cluj,6429,U Cluj,dict,100,32,scraped
Romania. Superliga,Romania,Universitatea Craiova,3385,Panserraikos,dict,100,33,scraped
Russia. Premier League,Russia,Akhmat Grozny,3725,Akhmat Grozny,dict,100,25,scraped
Russia. Premier League,Russia,Akron Togliatti,71985,Akron Togliatti,dict,100,26,scraped
Russia. Premier League,Russia,Baltika,2741,Baltika,dict,100,31,scraped
Russia. Premier League,Russia,CSKA Moskva,,,dict_unmatched,0,0,dict_unmatched
Russia. Premier League,Russia,Dinamo Moskva,15300,Dinamo,dict,100,29,scraped
Russia. Premier League,Russia,Dynamo Makhachkala,75231,Dinamo Makhach.,dict,100,28,scraped
Russia. Premier League,Russia,Krasnodar,16704,Krasnodar,dict,100,27,scraped
Russia. Premier League,Russia,Krylya Sovetov,,,dict_unmatched,0,0,dict_unmatched
Russia. Premier League,Russia,Lokomotiv Moskva,932,Loko Moscow,dict,100,27,scraped
Russia. Premier League,Russia,Nizhny Novgorod,,,dict_unmatched,0,0,dict_unmatched
Russia. Premier League,Russia,Orenburg,14589,Orenburg,dict,100,31,scraped
Russia. Premier League,Russia,Rostov,1083,Rostov,dict,100,28,scraped
Russia. Premier League,Russia,Rubin Kazan',2698,Rubin Kazan,dict,100,26,scraped
Russia. Premier League,Russia,Sochi,41231,FK Sochi,dict,100,23,scraped
Russia. Premier League,Russia,Spartak Moskva,15276,Spartak,dict,100,30,scraped
Russia. Premier League,Russia,Zenit,964,Zenit S-Pb,dict,100,26,scraped
Saudi Arabia. Division 1,Saudi Arabia,Abha,,,dict_unmatched,0,0,dict_unmatched
Saudi Arabia. Division 1,Saudi Arabia,Al Adalah,,,dict_unmatched,0,0,dict_unmatched
Saudi Arabia. Division 1,Saudi Arabia,Al Anwar Club,,,dict_unmatched,0,0,dict_unmatched
Saudi Arabia. Division 1,Saudi Arabia,Al Arabi,,,dict_unmatched,0,0,dict_unmatched
Saudi Arabia. Division 1,Saudi Arabia,Al Batin,,,dict_unmatched,0,0,dict_unmatched
Saudi Arabia. Division 1,Saudi Arabia,Al Bukayriyah,,,dict_unmatched,0,0,dict_unmatched
Saudi Arabia. Division 1,Saudi Arabia,Al Draih,,,dict_unmatched,0,0,dict_unmatched
Saudi Arabia. Division 1,Saudi Arabia,Al Faisaly,13592,Al-Faisaly,dict,100,30,scraped
Saudi Arabia. Division 1,Saudi Arabia,Al Jabalain,,,dict_unmatched,0,0,dict_unmatched
Saudi Arabia. Division 1,Saudi Arabia,Al Jandal,,,dict_unmatched,0,0,dict_unmatched
Saudi Arabia. Division 1,Saudi Arabia,Al Jubail,,,dict_unmatched,0,0,dict_unmatched
Saudi Arabia. Division 1,Saudi Arabia,Al Orubah,,,dict_unmatched,0,0,dict_unmatched
Saudi Arabia. Division 1,Saudi Arabia,Al Raed,,,dict_unmatched,0,0,dict_unmatched
Saudi Arabia. Division 1,Saudi Arabia,Al Ta'ee,,,dict_unmatched,0,0,dict_unmatched
Saudi Arabia. Division 1,Saudi Arabia,Al Ula,,,dict_unmatched,0,0,dict_unmatched
Saudi Arabia. Division 1,Saudi Arabia,Al Wehda,15796,Al-Wehdat SC,dict,100,30,scraped
Saudi Arabia. Division 1,Saudi Arabia,Al Zulfi,,,dict_unmatched,0,0,dict_unmatched
Saudi Arabia. Division 1,Saudi Arabia,Jeddah,,,dict_unmatched,0,0,dict_unmatched
Saudi Arabia. Pro League,Saudi Arabia,Al Ahli,18487,Al-Ahli,dict,100,27,scraped
Saudi Arabia. Pro League,Saudi Arabia,Al Akhdoud,71665,Al-Okhdood,dict,100,24,scraped
Saudi Arabia. Pro League,Saudi Arabia,Al Ettifaq,7732,Al-Ettifaq,dict,100,26,scraped
Saudi Arabia. Pro League,Saudi Arabia,Al Fateh,27221,Al-Fateh,dict,100,30,scraped
Saudi Arabia. Pro League,Saudi Arabia,Al Feiha,,,dict_unmatched,0,0,dict_unmatched
Saudi Arabia. Pro League,Saudi Arabia,Al Hazem,9131,Al-Hazem,dict,100,32,scraped
Saudi Arabia. Pro League,Saudi Arabia,Al Hilal,1114,Al-Hilal,dict,100,28,scraped
Saudi Arabia. Pro League,Saudi Arabia,Al Ittihad,8023,Al-Ittihad,dict,100,35,scraped
Saudi Arabia. Pro League,Saudi Arabia,Al Khaleej,6070,Al-Khaleej,dict,100,31,scraped
Saudi Arabia. Pro League,Saudi Arabia,Al Kholood,91427,Al-Kholood,dict,100,24,scraped
Saudi Arabia. Pro League,Saudi Arabia,Al Najma,32328,Al-Najma,dict,100,32,scraped
Saudi Arabia. Pro League,Saudi Arabia,Al Nassr,18544,Al-Nassr,dict,100,27,scraped
Saudi Arabia. Pro League,Saudi Arabia,Al Qadisiyah,26069,Al-Qadsiah,dict,100,29,scraped
Saudi Arabia. Pro League,Saudi Arabia,Al Riyadh,31008,Al-Riyadh,dict,100,27,scraped
Saudi Arabia. Pro League,Saudi Arabia,Al Shabab,9840,Al-Shabab,dict,100,29,scraped
Saudi Arabia. Pro League,Saudi Arabia,Al Taawon,28844,Al-Taawoun,dict,100,28,scraped
Saudi Arabia. Pro League,Saudi Arabia,Dhamk,,,dict_unmatched,0,0,dict_unmatched
Saudi Arabia. Pro League,Saudi Arabia,NEOM,34911,NEOM SC,dict,100,29,scraped
Scotland. Championship,Scotland,Airdrieonians,2802,Airdrieonians,dict,100,27,scraped
Scotland. Championship,Scotland,Arbroath,3021,Arbroath,dict,100,22,scraped
Scotland. Championship,Scotland,Ayr United,1192,Ayr United,dict,100,22,scraped
Scotland. Championship,Scotland,Dunfermline Athletic,64918,Athletic,dict,100,36,scraped
Scotland. Championship,Scotland,Greenock Morton,3026,Morton,dict,100,25,scraped
Scotland. Championship,Scotland,Partick Thistle,2760,Partick Thistle,dict,100,20,scraped
Scotland. Championship,Scotland,Queen's Park,3031,Queen's Park,dict,100,23,scraped
Scotland. Championship,Scotland,Raith Rovers,2795,Raith Rovers,dict,100,22,scraped
Scotland. Championship,Scotland,Ross County,2759,Ross County,dict,100,24,scraped
Scotland. Championship,Scotland,St. Johnstone,2578,St. Johnstone,dict,100,26,scraped
Scotland. Premiership,Scotland,Aberdeen,370,Aberdeen FC,dict,100,28,scraped
Scotland. Premiership,Scotland,Celtic,371,Celtic,dict,100,29,scraped
Scotland. Premiership,Scotland,Dundee,511,Dundee FC,dict,100,25,scraped
Scotland. Premiership,Scotland,Dundee United,1519,Dundee United,dict,100,24,scraped
Scotland. Premiership,Scotland,Falkirk,1191,Falkirk,dict,100,29,scraped
Scotland. Premiership,Scotland,Hearts,,,dict_unmatched,0,0,dict_unmatched
Scotland. Premiership,Scotland,Hibernian,903,Hibernian FC,dict,100,29,scraped
Scotland. Premiership,Scotland,Kilmarnock,2553,Kilmarnock FC,dict,100,22,scraped
Scotland. Premiership,Scotland,Livingston,1241,Livingston FC,dict,100,29,scraped
Scotland. Premiership,Scotland,Motherwell,987,Motherwell FC,dict,100,30,scraped
Scotland. Premiership,Scotland,Rangers,124,Rangers,dict,100,29,scraped
Scotland. Premiership,Scotland,St. Mirren,465,St. Mirren,dict,100,29,scraped
Serbia. Prva Liga,Serbia,Borac Čačak,2209,Borac Cacak,dict,100,26,scraped
Serbia. Prva Liga,Serbia,Dinamo,15300,Dinamo,dict,100,29,scraped
Serbia. Prva Liga,Serbia,Dubočica,42813,Dubocica,dict,100,24,scraped
Serbia. Prva Liga,Serbia,Grafičar,4655,Graficar,dict,100,26,scraped
Serbia. Prva Liga,Serbia,Jedinstvo Ub,20887,Jedinstvo Ub,dict,100,29,scraped
Serbia. Prva Liga,Serbia,Kabel Novi Sad,2389,Kabel Novi Sad,dict,100,21,scraped
Serbia. Prva Liga,Serbia,Loznica,3069,FK Loznica,dict,100,30,scraped
Serbia. Prva Liga,Serbia,Mačva Šabac,4657,Macva,dict,100,30,scraped
Serbia. Prva Liga,Serbia,OFK Vršac,36923,Vrsac,dict,100,27,scraped
Serbia. Prva Liga,Serbia,Priboj,15552,FK FAP Priboj,dict,100,21,scraped
Serbia. Prva Liga,Serbia,Smederevo 1924,3544,Smederevo 1924,dict,100,28,scraped
Serbia. Prva Liga,Serbia,Tekstilac Odžaci,36922,Tekstilac,dict,100,18,scraped
Serbia. Prva Liga,Serbia,Trayal Kruševac,57460,Trayal,dict,100,24,scraped
Serbia. Prva Liga,Serbia,Ušće NB,,,dict_unmatched,0,0,dict_unmatched
Serbia. Prva Liga,Serbia,Voždovac,4634,Vozdovac,dict,100,32,scraped
Serbia. Prva Liga,Serbia,Zemun,3521,FK Zemun,dict,100,29,scraped
Serbia. Super Liga,Serbia,Bačka Topola,265,Panathinaikos,dict,100,36,scraped
Serbia. Super Liga,Serbia,Crvena Zvezda,4655,Graficar,dict,100,26,scraped
Serbia. Super Liga,Serbia,IMT Novi Beograd,,,dict_unmatched,0,0,dict_unmatched
Serbia. Super Liga,Serbia,Javor Ivanjica,,,dict_unmatched,0,0,dict_unmatched
Serbia. Super Liga,Serbia,Mladost Lučani,6622,Mladost,dict,100,30,scraped
Serbia. Super Liga,Serbia,Napredak Kruševac,788,Napredak,dict,100,29,scraped
Serbia. Super Liga,Serbia,Novi Pazar,4633,Novi Pazar,dict,100,32,scraped
Serbia. Super Liga,Serbia,OFK Beograd,53,OFK Beograd,dict,100,34,scraped
Serbia. Super Liga,Serbia,Partizan,669,Partizan,dict,100,34,scraped
Serbia. Super Liga,Serbia,Radnik Surdulica,33328,Radnik,dict,100,30,scraped
Serbia. Super Liga,Serbia,Radnički Kragujevac,7567,Radnicki Nis,dict,100,26,scraped
Serbia. Super Liga,Serbia,Radnički Niš,7567,Radnicki Nis,dict,100,26,scraped
Serbia. Super Liga,Serbia,Spartak Subotica,15276,Spartak,dict,100,30,scraped
Serbia. Super Liga,Serbia,Vojvodina,448,Vojvodina,dict,100,30,scraped
Serbia. Super Liga,Serbia,Čukarički,6621,Cukaricki,dict,100,36,scraped
Serbia. Super Liga,Serbia,Železničar Pancevo,59358,Zelez. Pancevo,dict,100,27,scraped
Slovakia. 2. liga,Slovakia,Banik Lehota pod Vtacnikom,,,dict_unmatched,0,0,dict_unmatched
Slovakia. 2. liga,Slovakia,Dukla Banská Bystrica,,,dict_unmatched,0,0,dict_unmatched
Slovakia. 2. liga,Slovakia,Inter Bratislava,46,Inter,dict,100,24,scraped
Slovakia. 2. liga,Slovakia,Lokomotíva Zvolen,11194,NK Lokomotiva,dict,100,41,scraped
Slovakia. 2. liga,Slovakia,Malženice,,,dict_unmatched,0,0,dict_unmatched
Slovakia. 2. liga,Slovakia,Petržalka Akadémia,,,dict_unmatched,0,0,dict_unmatched
Slovakia. 2. liga,Slovakia,Pohronie,,,dict_unmatched,0,0,dict_unmatched
Slovakia. 2. liga,Slovakia,Považská Bystrica,,,dict_unmatched,0,0,dict_unmatched
Slovakia. 2. liga,Slovakia,Púchov,,,dict_unmatched,0,0,dict_unmatched
Slovakia. 2. liga,Slovakia,Slovan Bratislava II,540,Slo. Bratislava,dict,100,31,scraped
Slovakia. 2. liga,Slovakia,Slávia TU Košice,51316,Kosice,dict,100,28,scraped
Slovakia. 2. liga,Slovakia,Stará Ľubovňa,,,dict_unmatched,0,0,dict_unmatched
Slovakia. 2. liga,Slovakia,Tatran Liptovský Mikuláš,,,dict_unmatched,0,0,dict_unmatched
Slovakia. 2. liga,Slovakia,Zlaté Moravce,,,dict_unmatched,0,0,dict_unmatched
Slovakia. 2. liga,Slovakia,Šamorín,,,dict_unmatched,0,0,dict_unmatched
Slovakia. 2. liga,Slovakia,Žilina II,20634,MSK Zilina B,dict,100,26,scraped
Slovakia. Niké Liga,Slovakia,DAC,,,dict_unmatched,0,0,dict_unmatched
Slovakia. Niké Liga,Slovakia,FC Košice,51316,Kosice,dict,100,28,scraped
Slovakia. Niké Liga,Slovakia,Komárno,32314,Komarno,dict,100,28,scraped
Slovakia. Niké Liga,Slovakia,Podbrezová,20063,Podbrezova,dict,100,23,scraped
Slovakia. Niké Liga,Slovakia,Ružomberok,7087,Ruzomberok,dict,100,28,scraped
Slovakia. Niké Liga,Slovakia,Skalica,35488,Skalica,dict,100,25,scraped
Slovakia. Niké Liga,Slovakia,Slovan Bratislava,540,Slo. Bratislava,dict,100,31,scraped
Slovakia. Niké Liga,Slovakia,Spartak Trnava,365,Spartak Trnava,dict,100,27,scraped
Slovakia. Niké Liga,Slovakia,Tatran Prešov,4531,Tatran Presov,dict,100,25,scraped
Slovakia. Niké Liga,Slovakia,Trenčín,7918,AS Trencin,dict,100,31,scraped
Slovakia. Niké Liga,Slovakia,Zemplín Michalovce,13744,Michalovce,dict,100,29,scraped
Slovakia. Niké Liga,Slovakia,Žilina,1443,MSK Zilina,dict,100,23,scraped
Slovenia. 1. SNL,Slovenia,Aluminij,11033,NK Aluminij,dict,100,28,scraped
Slovenia. 1. SNL,Slovenia,AŠK Bravo,26985,NK Bravo,dict,100,23,scraped
Slovenia. 1. SNL,Slovenia,Celje,710,NK Celje,dict,100,35,scraped
Slovenia. 1. SNL,Slovenia,Domžale,6248,NK Domzale,dict,100,0,dict
Slovenia. 1. SNL,Slovenia,Koper,433,FC Koper,dict,100,27,scraped
Slovenia. 1. SNL,Slovenia,Maribor,790,NK Maribor,dict,100,26,scraped
Slovenia. 1. SNL,Slovenia,Mura,4059,NS Mura,dict,100,31,scraped
Slovenia. 1. SNL,Slovenia,Olimpija,629,Olimpia,dict,100,34,scraped
Slovenia. 1. SNL,Slovenia,Primorje,4507,ND Primorje,dict,100,22,scraped
Slovenia. 1. SNL,Slovenia,Radomlje,21460,NK Radomlje,dict,100,24,scraped
Slovenia. 2. SNL,Slovenia,Beltinci,20118,Beltinci,dict,100,23,scraped
Slovenia. 2. SNL,Slovenia,Bilje,21448,ND Bilje,dict,100,26,scraped
Slovenia. 2. SNL,Slovenia,Bistrica,27807,Kety Bistrica,dict,100,22,scraped
Slovenia. 2. SNL,Slovenia,Brinje-Grosuplje,31193,Brinje,dict,100,27,scraped
Slovenia. 2. SNL,Slovenia,Dekani,21414,NK Dekani,dict,100,24,scraped
Slovenia. 2. SNL,Slovenia,Dravinja,20248,ND Dravinja,dict,100,22,scraped
Slovenia. 2. SNL,Slovenia,Gorica,24575,HNK Gorica,dict,100,31,scraped
Slovenia. 2. SNL,Slovenia,Ilirija,33481,ND Ilirija,dict,100,26,scraped
Slovenia. 2. SNL,Slovenia,Jesenice,23246,NK Jesenice,dict,100,24,scraped
Slovenia. 2. SNL,Slovenia,Krka,12908,NK Krka,dict,100,25,scraped
Slovenia. 2. SNL,Slovenia,Krško,17136,NK Krsko,dict,100,22,scraped
Slovenia. 2. SNL,Slovenia,ND Slovan Ljubljana,1996,ND Slovan Lj.,dict,100,25,scraped
Slovenia. 2. SNL,Slovenia,Nafta,9233,NK Nafta 1903,dict,100,22,scraped
Slovenia. 2. SNL,Slovenia,Rudar,789,Rudar Velenje,dict,100,24,scraped
Slovenia. 2. SNL,Slovenia,Tabor Sežana,20656,Tabor Sezana,dict,100,22,scraped
Slovenia. 2. SNL,Slovenia,Triglav,17836,NK Triglav,dict,100,26,scraped
South Africa. PSL,South Africa,AmaZulu,9370,AmaZulu FC,dict,100,37,scraped
South Africa. PSL,South Africa,Chippa United,31283,Chippa United,dict,100,35,scraped
South Africa. PSL,South Africa,Durban City,14187,Durban City FC,dict,100,42,scraped
South Africa. PSL,South Africa,Golden Arrows,7011,Golden Arrows,dict,100,42,scraped
South Africa. PSL,South Africa,Kaizer Chiefs,568,Kaizer Chiefs,dict,100,34,scraped
South Africa. PSL,South Africa,Magesi,54146,Magesi FC,dict,100,33,scraped
South Africa. PSL,South Africa,Mamelodi Sundowns,6356,Sundowns,dict,100,44,scraped
South Africa. PSL,South Africa,Marumo Gallants,61852,Marumo,dict,100,39,scraped
South Africa. PSL,South Africa,Orbit College,45783,Orbit College,dict,100,38,scraped
South Africa. PSL,South Africa,Orlando Pirates,2557,Orlando Pirates,dict,100,38,scraped
South Africa. PSL,South Africa,Polokwane City,21202,Polokwane City,dict,100,39,scraped
South Africa. PSL,South Africa,Richards Bay,12668,Richards Bay,dict,100,29,scraped
South Africa. PSL,South Africa,Sekhukhune United,85501,Sekhukhune,dict,100,37,scraped
South Africa. PSL,South Africa,Siwelele Football Club,132785,Siwelele FC,dict,100,37,scraped
South Africa. PSL,South Africa,Stellenbosch FC,23287,Stellenbosch FC,dict,100,25,scraped
South Africa. PSL,South Africa,TS Galaxy FC,67074,TS Galaxy FC,dict,100,39,scraped
Spain. La Liga,Spain,Athletic Club,621,Athletic Club,dict,100,25,scraped
Spain. La Liga,Spain,Atlético Madrid,13,Atlético,dict,100,25,scraped
Spain. La Liga,Spain,Barcelona,131,Barcelona,dict,100,27,scraped
Spain. La Liga,Spain,Celta de Vigo,940,Celta de Vigo,dict,100,25,scraped
Spain. La Liga,Spain,Deportivo Alavés,1108,Alavés,dict,100,24,scraped
Spain. La Liga,Spain,Elche,1531,Elche CF,dict,100,28,scraped
Spain. La Liga,Spain,Espanyol,714,Espanyol,dict,100,25,scraped
Spain. La Liga,Spain,Getafe,3709,Getafe,dict,100,23,scraped
Spain. La Liga,Spain,Girona,12321,Girona,dict,100,26,scraped
Spain. La Liga,Spain,Levante,3368,Levante,dict,100,26,scraped
Spain. La Liga,Spain,Mallorca,237,RCD Mallorca,dict,100,28,scraped
Spain. La Liga,Spain,Osasuna,331,CA Osasuna,dict,100,23,scraped
Spain. La Liga,Spain,Rayo Vallecano,367,Rayo Vallecano,dict,100,27,scraped
Spain. La Liga,Spain,Real Betis,150,Real Betis,dict,100,25,scraped
Spain. La Liga,Spain,Real Madrid,418,Real Madrid,dict,100,27,scraped
Spain. La Liga,Spain,Real Oviedo,2497,Real Oviedo,dict,100,25,scraped
Spain. La Liga,Spain,Real Sociedad,681,Real Sociedad,dict,100,24,scraped
Spain. La Liga,Spain,Sevilla,368,Sevilla FC,dict,100,26,scraped
Spain. La Liga,Spain,Valencia,1049,Valencia,dict,100,27,scraped
Spain. La Liga,Spain,Villarreal,1050,Villarreal,dict,100,24,scraped
Spain. Segunda División,Spain,Albacete,1532,Albacete,dict,100,27,scraped
Spain. Segunda División,Spain,Almería,3302,UD Almería,dict,100,26,scraped
Spain. Segunda División,Spain,Burgos,1536,Burgos CF,dict,100,24,scraped
Spain. Segunda División,Spain,Castellón,2502,Castellón,dict,100,28,scraped
Spain. Segunda División,Spain,Ceuta,8568,AD Ceuta,dict,100,26,scraped
Spain. Segunda División,Spain,Cultural Leonesa,,,dict_unmatched,0,0,dict_unmatched
Spain. Segunda División,Spain,Cádiz,2687,Cádiz CF,dict,100,27,scraped
Spain. Segunda División,Spain,Córdoba,993,Córdoba CF,dict,100,27,scraped
Spain. Segunda División,Spain,Deportivo La Coruña,,,dict_unmatched,0,0,dict_unmatched
Spain. Segunda División,Spain,Eibar,1533,SD Eibar,dict,100,25,scraped
Spain. Segunda División,Spain,FC Andorra,10718,FC Andorra,dict,100,27,scraped
Spain. Segunda División,Spain,Granada,16795,Granada CF,dict,100,20,scraped
